X
60
60
60
60
60
60
60
60
60
60
60
60
61
60
60
60
61
60
60
60
60
60
60
60
60
60
60
60
61
61
61
60
60
60
60
60
60
59
60
60
60
60
59
60
60
60
60
60
61
61
61
61
61
61
61
61
61
61
60
61
61
61
61
61
61
61
62
62
62
62
62
62
62
62
62
61
61
62
62
62
61
61
61
61
61
61
61
61
61
61
61
61
61
61
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
62
60
60
61
61
60
61
61
60
60
60
60
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
60
61
61
60
60
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
62
61
61
62
62
62
61
61
61
61
61
61
61
61
61
59
59
59
59
59
59
59
59
59
59
59
59
59
59
58
59
60
59
59
59
59
59
59
59
59
59
59
59
59
59
59
60
59
59
59
59
59
59
59
59
59
59
59
59
59
58
58
58
58
58
58
57
58
57
57
57
58
57
58
58
58
58
58
58
58
58
58
58
58
58
57
58
58
58
58
57
58
58
57
58
57
57
57
57
58
58
58
58
58
58
58
58
58
58
58
58
58
57
57
57
58
58
59
59
59
58
59
59
59
59
59
59
59
58
59
59
59
58
58
59
59
59
59
59
59
59
58
58
59
59
59
59
59
59
60
60
60
60
60
60
59
59
59
59
59
59
59
60
59
59
59
59
60
59
59
59
59
59
59
59
59
59
59
59
61
61
60
61
60
60
60
60
60
60
60
60
60
60
60
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
61
62
61
62
62
62
62
62
62
62
63
63
63
63
62
62
63
62
62
62
62
62
62
62
62
62
62
63
63
62
62
62
62
62
62
63
63
63
63
63
63
63
62
63
63
62
62
62
62
63
63
63
63
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
98
98
98
98
97
97
97
97
97
97
98
98
98
98
98
98
98
97
97
98
98
98
98
97
97
97
97
97
97
97
97
97
97
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
99
99
99
99
98
98
98
98
98
98
98
98
97
96
97
97
97
97
97
97
97
97
97
97
97
99
99
99
99
100
100
100
100
100
100
99
99
99
99
99
99
99
99
96
97
97
96
96
96
96
96
96
96
96
96
96
96
97
97
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
97
96
96
95
95
95
95
94
93
98
98
98
98
98
98
98
98
98
98
98
98
99
99
99
98
99
99
99
99
99
99
96
96
96
96
96
96
96
97
97
97
96
96
100
101
100
101
99
89
89
89
89
89
89
89
89
89
89
89
89
89
89
89
89
89
89
89
89
90
90
90
90
90
90
90
90
91
90
91
91
91
90
88
88
88
88
88
88
88
88
88
88
88
88
88
88
88
88
88
89
89
89
89
89
89
89
88
89
88
89
88
88
89
89
89
89
89
89
89
89
89
89
89
89
89
89
88
88
88
88
88
88
88
89
88
89
89
89
90
90
90
90
89
89
89
90
89
89
89
89
89
90
89
90
90
91
91
91
88
89
88
88
88
88
88
88
87
87
87
88
88
88
88
88
88
88
88
88
88
88
87
86
86
87
87
86
89
86
86
53
54
54
54
54
54
54
54
52
53
51
50
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
54
55
55
54
55
55
55
55
55
55
55
55
55
55
54
54
55
55
55
55
55
55
55
55
54
54
54
54
55
55
55
56
55
55
55
55
56
56
55
56
56
56
56
56
55
56
55
55
55
55
55
56
56
56
55
55
55
55
55
55
56
56
56
56
56
56
56
56
55
55
55
55
55
56
56
56
56
55
56
56
56
56
55
55
54
54
54
55
55
55
55
55
55
55
55
55
55
55
54
55
55
55
54
54
51
51
51
51
50
50
50
50
50
51
48
49
47
50
21
21
46
51
48
38
59
60
59
60
60
60
60
60
60
60
60
60
60
59
59
59
59
59
58
58
59
58
59
59
59
59
58
58
58
59
58
59
59
59
59
59
59
59
59
59
59
59
59
59
59
59
58
59
59
59
59
59
59
59
59
59
59
58
59
60
60
59
59
60
60
60
59
59
59
59
59
60
59
59
58
57
57
57
57
57
57
57
57
58
58
58
58
58
58
57
56
57
57
55
56
58
68
68
68
69
69
69
68
68
68
68
68
68
68
68
69
69
